Company,"Specific Bean Origin
or Bar Name",REF,"Review
Date","Cocoa
Percent","Company
Location",Rating,"Bean
Type","Bean
Origin",Flavour Rating
Mast Brothers,Papua New Guinea,777,2011,71%,U.S.A.,3, ,Papua New Guinea,Satisfactory
Mast Brothers,San Martin,777,2011,75%,U.S.A.,3, ,Peru,Satisfactory
Mast Brothers,Conacado,777,2011,73%,U.S.A.,3, ,Dominican Republic,Satisfactory
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,2011,74%,U.S.A.,3.75, ,Dominican Republic,Praiseworthy
Mast Brothers,Patanemo,572,2010,81%,U.S.A.,3,Criollo,Venezuela,Satisfactory
Mast Brothers,Ocumare de la Costa,572,2010,75%,U.S.A.,3, ,Venezuela,Satisfactory
Mast Brothers,"Dominican Republic, Coop",572,2010,70%,U.S.A.,3, ,Dominican Republic,Satisfactory
Matale,"Malekula P., 2013",1177,2013,72%,Australia,3,Trinitario,Vanuatu,Satisfactory
Matale,"Somia, 2013",1177,2013,68%,Australia,4,Trinitario,Madagascar,Premium
Matale,"Kulili P., 2013",1177,2013,74%,Australia,4,Trinitario,Papua New Guinea,Premium
Matale,Blend,1181,2013,70%,Australia,3.75,Trinitario,"PNG, Vanuatu, Mad",Praiseworthy
Maverick,Maya Mountain,1367,2014,70%,U.S.A.,3,Trinitario,Belize,Satisfactory
Maverick,Elvesia,1367,2014,70%,U.S.A.,3, ,Dominican Republic,Satisfactory
Maverick,Tumbes,1430,2014,82%,U.S.A.,3,Criollo,Peru,Satisfactory
Maverick,"Morropon, Norandiono Coop, Piura",1430,2014,63%,U.S.A.,3,Criollo,Peru,Satisfactory
Mayacama,Hispaniola,1728,2016,72%,U.S.A.,3, ,Domincan Republic,Satisfactory
Meadowlands,Bolivia,1287,2014,70%,U.S.A.,2, ,Bolivia,Dissapointing
Meadowlands,Venezuela,1287,2014,70%,U.S.A.,3, ,Venezuela,Satisfactory
Meadowlands,Belize,1287,2014,70%,U.S.A.,3,Trinitario,Belize,Satisfactory
Meadowlands,"Nicaragua, w/ inbs",1291,2014,70%,U.S.A.,3, ,Nicaragua,Satisfactory
Meadowlands,Dominican Republic,1291,2014,70%,U.S.A.,3, ,Dominican Republic,Satisfactory
Menakao (aka Cinagra),Madagascar,837,2012,80%,Madagascar,2,Trinitario,Madagascar,Dissapointing
Menakao (aka Cinagra),Madagascar,841,2012,72%,Madagascar,2,Trinitario,Madagascar,Dissapointing
Mesocacao,El Salvador,1494,2015,80%,Honduras,3, ,El Salvador,Satisfactory
Mesocacao,El Salvador,1494,2015,70%,Honduras,3, ,El Salvador,Satisfactory
Mesocacao,Honduras,1347,2014,80%,Honduras,3, ,Honduras,Satisfactory
Mesocacao,Honduras,1347,2014,70%,Honduras,3, ,Honduras,Satisfactory
Mesocacao,"La Tronca, Matagalpa",1351,2014,70%,Honduras,3, ,Nicaragua,Satisfactory
Mesocacao,"La Tronca, Matagalpa",1351,2014,80%,Honduras,3, ,Nicaragua,Satisfactory
Metiisto,"Fazenda Sempre Firme P., Bahia",1267,2014,70%,Sweden,3, ,Brazil,Satisfactory
Metiisto,Akesson Estate,1267,2014,72%,Sweden,3,Trinitario,Madagascar,Satisfactory
Metropolitan,South America,1688,2015,70%,Amsterdam,3,Trinitario,South America,Satisfactory
Michel Cluizel,"Chiapas, Mokaya P.",963,2012,66%,France,3.75, ,Mexico,Praiseworthy
Michel Cluizel,"Carenero Superior, Concepcion",117,2007,66%,France,3,Trinitario,Venezuela,Satisfactory
Michel Cluizel,Vila Gracinda,135,2007,67%,France,3,Forastero,Sao Tome,Satisfactory
Michel Cluizel,Carre Amer,24,2006,60%,France,2, ,Unspecified,Dissapointing
Michel Cluizel,Carre Grand Noir,24,2006,85%,France,2, ,Unspecified,Dissapointing
Michel Cluizel,Tamarina,24,2006,70%,France,3,Forastero,Sao Tome,Satisfactory
Michel Cluizel,Los Ancones P.,24,2006,67%,France,4, ,Dominican Republic,Premium
Michel Cluizel,Mangaro P.,24,2006,65%,France,4,Trinitario,Madagascar,Premium
Michel Cluizel,Maralumi P.,24,2006,64%,France,4, ,Papua New Guinea,Premium
Michel Cluizel,Noir Infini,81,2006,99%,France,2, ,Unspecified,Dissapointing
Middlebury,Maya Mountain,1490,2015,80%,U.S.A.,3,Trinitario,Belize,Satisfactory
Middlebury,San Juan Estate,1490,2015,70%,U.S.A.,3,Trinitario,Trinidad,Satisfactory
Middlebury,Oko Caribe,1490,2015,75%,U.S.A.,3.75, ,Dominican Republic,Praiseworthy
Middlebury,"Patanemo, Epoch, Donaldo",1490,2015,75%,U.S.A.,3.75, ,Venezuela,Praiseworthy
Middlebury,Kokoa Kamili,1538,2015,75%,U.S.A.,3, ,Tanzania,Satisfactory
Middlebury,"Matagalpa, Cacao Bisiesto",1538,2015,70%,U.S.A.,3, ,Nicaragua,Satisfactory
Middlebury,La Red,1117,2013,75%,U.S.A.,2, ,Dominican Republic,Dissapointing
Middlebury,Belize,1117,2013,80%,U.S.A.,3,Trinitario,Belize,Satisfactory
Middlebury,Houseblend,887,2012,65%,U.S.A.,1, ,Unspecified,Unpleasant
Middlebury,Alto Beni,887,2012,75%,U.S.A.,2,Criollo,Bolivia,Dissapointing
Middlebury,"Balinese, Java",887,2012,70%,U.S.A.,2,Criollo,Indonesia,Dissapointing
Millcreek Cacao Roasters,Ecuador,1073,2013,70%,U.S.A.,2,Forastero (Nacional),Ecuador,Dissapointing
Millcreek Cacao Roasters,Ecuador,825,2012,70%,U.S.A.,3, ,Ecuador,Satisfactory
Mindo,Ecuador,607,2010,67%,U.S.A.,3, ,Ecuador,Satisfactory
Mindo,Ecuador,607,2010,77%,U.S.A.,3, ,Ecuador,Satisfactory
Minimal,"Acul-du-Nord, 2015",1920,2016,70%,Japan,3,"Criollo, Trinitario",Haiti,Satisfactory
Mission,"Fazenda Camboa, Bahia",1880,2016,75%,Brazil,3.75, ,Brazil,Praiseworthy
Mission,"Bahia, Fazenda Venturosa",1626,2015,70%,Brazil,3,Forastero (Parazinho),Brazil,Satisfactory
Mita,Tumaco,955,2012,65%,Colombia,2, ,Colombia,Dissapointing
Moho,"Toledo District, w/ nibs",1026,2013,73%,U.S.A.,3,Trinitario,Belize,Satisfactory
Moho,Toledo District,1030,2013,72%,U.S.A.,3,Trinitario,Belize,Satisfactory
Moho,"Umoho R., Toledo District, San Felipe",607,2010,67%,U.S.A.,3,Trinitario,Belize,Satisfactory
Molucca,La Red,1614,2015,70%,U.S.A.,3, ,Domincan Republic,Satisfactory
Molucca,Indonesia,1618,2015,70%,U.S.A.,3, ,Indonesia,Satisfactory
Molucca,Peru,1618,2015,70%,U.S.A.,3, ,Peru,Satisfactory
Momotombo,Matagalpa,661,2011,70%,Nicaragua,3, ,Nicaragua,Satisfactory
Momotombo,Mombacho,661,2011,70%,Nicaragua,3, ,Nicaragua,Satisfactory
Momotombo,Oscuro,772,2011,70%,Nicaragua,3, ,Nicaragua,Satisfactory
Monarque,Oko Caribe,1812,2016,72%,Canada,3, ,Dominican Republic,Satisfactory
Monsieur Truffe,Papaua New Guinea,1391,2014,70%,Australia,3, ,Papua New Guinea,Satisfactory
Montecristi,Manabi,1654,2015,70%,Ecuador,3, ,Ecuador,Satisfactory
Montecristi,Manabi,1654,2015,63%,Ecuador,3, ,Ecuador,Satisfactory
Montecristi,Manabi,1658,2015,85%,Ecuador,3, ,Ecuador,Satisfactory
Muchomas (Mesocacao),Nicaragua,1462,2015,70%,U.S.A.,3, ,Nicaragua,Satisfactory
Muchomas (Mesocacao),Nicaragua,1462,2015,80%,U.S.A.,3, ,Nicaragua,Satisfactory
Mutari,"Kokoa Kamili, batch 1 SRB",1896,2016,68%,U.S.A.,3, ,Tanzania,Satisfactory
Mutari,"Oko Caribe, batch 1 SRB",1896,2016,71%,U.S.A.,3, ,Domincan Republic,Satisfactory
Mutari,"Ambanja, batch 1 SRB",1900,2016,68%,U.S.A.,3, ,Madagascar,Satisfactory
Mutari,"Tien Giang, batch 1 SRB",1900,2016,80%,U.S.A.,3,Trinitario,Vietnam,Satisfactory
Nahua,"Costa Rica, Oscuro",1049,2013,58%,Costa Rica,2, ,Costa Rica,Dissapointing
Nahua,"Costa Rica, Oscuro",1049,2013,70%,Costa Rica,3, ,Costa Rica,Satisfactory
Naive,Trinidad & Tobago,1046,2013,70%,Lithuania,3.75, ,"Trinidad, Tobago",Praiseworthy
Naive,"Maranon Canyon, Fortunato No. 4",1133,2013,78%,Lithuania,3.75,Forastero (Nacional),Peru,Praiseworthy
Naive,Grenada,867,2012,71%,Lithuania,2,Trinitario,Grenada,Dissapointing
Na�ve,Nicaragua,1379,2014,70%,Lithuania,3,Criollo,Nicaragua,Satisfactory
Na�ve,Chuao,1399,2014,75%,Lithuania,3,Trinitario,Venezuela,Satisfactory
Na�ve,Barinas,1399,2014,70%,Lithuania,3, ,Venezuela,Satisfactory
Nanea,Criollo Blend,1007,2013,85%,U.S.A.,3, ,Hawaii,Satisfactory
Nathan Miller,Peru,1403,2014,72%,U.S.A.,2, ,Peru,Dissapointing
Nathan Miller,Hispaniola,1403,2014,70%,U.S.A.,2, ,Dominican Republic,Dissapointing
Nathan Miller,Madagascar,1403,2014,73.50%,U.S.A.,2,Trinitario,Madagascar,Dissapointing
Nathan Miller,Ghana,1403,2014,70%,U.S.A.,3,Forastero,Ghana,Satisfactory
Neuhaus (Callebaut),Papua New Guinea,531,2010,70%,Belgium,2,Criollo,Papua New Guinea,Dissapointing
Neuhaus (Callebaut),Manickchand Estate,230,2008,67%,Belgium,3.75,Trinitario,Trinidad,Praiseworthy
Neuhaus (Callebaut),Dark,135,2007,73%,Belgium,1, ,Unspecified,Unpleasant
Neuhaus (Callebaut),West Africa,15,2006,73%,Belgium,2,Forastero,West Africa,Dissapointing
Neuhaus (Callebaut),Sao Tome,15,2006,75%,Belgium,3,Forastero,Sao Tome,Satisfactory
Neuhaus (Callebaut),Ocumare,24,2006,71%,Belgium,3,Criollo,Venezuela,Satisfactory
Nibble,Patanemo,1526,2015,72%,U.S.A.,2,Criollo,Venezuela,Dissapointing
Nibble,Elvesia P.,1526,2015,72%,U.S.A.,3,Trinitario,Dominican Republic,Satisfactory
Nibble,"Ambanja, Sambirano Valley",1526,2015,72%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Nibble,Tumbes,1526,2015,72%,U.S.A.,3,Criollo,Peru,Satisfactory
Night Owl,Peru,1022,2013,75%,U.S.A.,3, ,Peru,Satisfactory
Night Owl,Ecuador,1022,2013,75%,U.S.A.,3, ,Ecuador,Satisfactory
Noble Bean aka Jerjobo,Ghana,1295,2014,75%,U.S.A.,3,Forastero,Ghana,Satisfactory
Noble Bean aka Jerjobo,Moho Valley,1299,2014,75%,U.S.A.,3,Trinitario,Belize,Satisfactory
Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,75%,U.S.A.,3,Forastero (Nacional),Peru,Satisfactory
Noir d' Ebine,Venezuela,837,2012,70%,U.S.A.,3, ,Venezuela,Satisfactory
Noir d' Ebine,Ecuador,841,2012,70%,U.S.A.,3, ,Ecuador,Satisfactory
Nova Monda,"La Patriota, cacao Indio, purple label",931,2012,70%,Nicaragua,3, ,Nicaragua,Satisfactory
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,75%,Niacragua,3, ,Nicaragua,Satisfactory
Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,80%,Nicaragua,3,Forastero (Nacional),Ecuador,Satisfactory
Nuance,"Ghana, 2013",1454,2015,70%,U.S.A.,3.75,Forastero,Ghana,Praiseworthy
Nuance,"Ecuador, 2013",1458,2015,70%,U.S.A.,3,Trinitario,Ecuador,Satisfactory
Nuance,"Canoabo, 2013",1458,2015,70%,U.S.A.,3,Criollo,Venezuela,Satisfactory
Nuance,"Sambirano Valley, 2012",1458,2015,70%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Nuance,La Red,1470,2015,70%,U.S.A.,3.75, ,Dominican Republic,Praiseworthy
Nugali,Fazenda Leolinda,1876,2016,70%,Brazil,3,Trinitario (Scavina),Brazil,Satisfactory
Oakland Chocolate Co.,Jamaica,478,2010,70%,U.S.A.,2,Trinitario,Jamaica,Dissapointing
Obolo,Pangoa,1638,2015,70%,Chile,3.75,Criollo,Peru,Praiseworthy
Obolo,"Pangoa, w/ nibs",1638,2015,70%,Chile,3.75,Criollo,Peru,Praiseworthy
Ocelot,Virunga,1558,2015,70%,Scotland,3.75,Forastero,Congo,Praiseworthy
Ocelot,Piura,1558,2015,75%,Scotland,4,Criollo,Peru,Premium
Ocho,Sang Yum Coop,1760,2016,100%,New Zealand,3, ,Samoa,Satisfactory
Ocho,Sang Yum Coop,1760,2016,70%,New Zealand,3, ,Samoa,Satisfactory
Ocho,"PNG, Devotion",1411,2014,66%,New Zealand,3, ,Papua New Guinea,Satisfactory
Ocho,"PNG, Revolution",1411,2014,70%,New Zealand,3, ,Papua New Guinea,Satisfactory
Ocho,"PNG, Voodoo",1411,2014,88%,New Zealand,3, ,Papua New Guinea,Satisfactory
Ocho,"PNG, Nib Bar",1411,2014,74%,New Zealand,3, ,Papua New Guinea,Satisfactory
Ohiyo,"San Juan Estate, Gran Couva",1594,2015,70%,U.S.A.,3,Trinitario,Trinidad,Satisfactory
Ohiyo,Tanzania,1598,2015,70%,U.S.A.,3, ,Tanzania,Satisfactory
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761,2011,70%,Germany,3,Criollo,Bolivia,Satisfactory
Olive and Sinclair,Dominican Republic prototype,486,2010,72%,U.S.A.,3, ,Dominican Republic,Satisfactory
Olive and Sinclair,Ghana prototype,486,2010,72%,U.S.A.,3,Forastero,Ghana,Satisfactory
Olive and Sinclair,Dark 67,457,2009,67%,U.S.A.,3, ,"Ghana, Domin. Rep",Satisfactory
Olive and Sinclair,Dark 75,457,2009,75%,U.S.A.,3, ,"Ghana, Domin. Rep",Satisfactory
Olivia,Carribean-Raw,688,2011,76%,Canada,2, ,Carribean,Dissapointing
Olivia,Carribean,688,2011,76%,Canada,3, ,Carribean,Satisfactory
Olivia,Carribean,688,2011,85%,Canada,3, ,Carribean,Satisfactory
Olivia,Carribean-Raw,688,2011,85%,Canada,3, ,Carribean,Satisfactory
Omanhene,Ghana,693,2011,80%,Ghana,3,Forastero,Ghana,Satisfactory
Omnom,"Kakao Kamili, Kilombero Valley",1816,2016,70%,Iceland,3.75,Trinitario,Tanzania,Praiseworthy
Omnom,Papua New Guinea,1247,2014,70%,Iceland,3, ,Papua New Guinea,Satisfactory
Omnom,Madagascar,1247,2014,66%,Iceland,3,Trinitario,Madagascar,Satisfactory
organicfair,Maya Mountain,1161,2013,74%,Canada,3,Trinitario,Belize,Satisfactory
organicfair,La Red,1165,2013,72%,Canada,3, ,Dominican Republic,Satisfactory
organicfair,Nicaraqua,1165,2013,72%,Canada,3,Trinitario,Nicaragua,Satisfactory
organicfair,Caribe,1165,2013,72%,Canada,3, ,Dominican Republic,Satisfactory
organicfair,Mindo,1165,2013,72%,Canada,3,Trinitario,Ecuador,Satisfactory
Original Beans (Felchlin),Papua Kerafat,1438,2014,68%,Switzerland,3, ,Papua New Guinea,Satisfactory
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,80%,Switzerland,3,Blend,Unspecified,Satisfactory
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,2011,66%,Switzerland,3.75, ,Bolivia,Praiseworthy
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",331,2009,70%,Switzerland,3,Forastero,Congo,Satisfactory
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,75%,Switzerland,3,Criollo,Peru,Satisfactory
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,68%,Switzerland,3, ,Bolivia,Satisfactory
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316,2009,60%,U.S.A.,3,Criollo,Hawaii,Satisfactory
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",24,2006,60%,U.S.A.,3, ,Hawaii,Satisfactory
Orquidea,Peru,859,2012,65%,Peru,3, ,Peru,Satisfactory
Orquidea,Peru,859,2012,72%,Peru,3, ,Peru,Satisfactory
Pacari,"Sierra Nevada, Tutu Iku",1848,2016,70%,Ecuador,4, ,Colombia,Premium
Pacari,Garaua,1415,2014,70%,Ecuador,3, ,Ecuador,Satisfactory
Pacari,Cumbia,1415,2014,70%,Ecuador,3, ,Ecuador,Satisfactory
Pacari,Montubia,1415,2014,70%,Ecuador,3.75, ,Ecuador,Praiseworthy
Pacari,Tangara,1415,2014,70%,Ecuador,4, ,Ecuador,Premium
Pacari,"Ecuador, raw",817,2012,85%,Ecuador,3, ,Ecuador,Satisfactory
Pacari,Piura,863,2012,70%,Ecuador,4, ,Peru,Premium
Pacari,Nube- prototype,721,2011,70%,Ecuador,3, ,Ecuador,Satisfactory
Pacari,Esmeraldas,224,2008,60%,Ecuador,2,Forastero (Arriba),Ecuador,Dissapointing
Pacari,Manabi,224,2008,65%,Ecuador,3,Forastero (Arriba),Ecuador,Satisfactory
Pacari,Los Rios,224,2008,72%,Ecuador,3,Forastero (Arriba),Ecuador,Satisfactory
Pacari,Raw,266,2008,100%,Ecuador,2,Forastero (Arriba),Ecuador,Dissapointing
Pacari,Raw,266,2008,70%,Ecuador,3,Forastero (Arriba),Ecuador,Satisfactory
Palette de Bine,Lachua,1720,2016,70%,Canada,3, ,Guatemala,Satisfactory
Palette de Bine,Maya Mtn,1720,2016,72%,Canada,3,Trinitario,Belize,Satisfactory
Palette de Bine,"Silvestre, La Paz, Beni",1570,2015,70%,Canada,3, ,Bolivia,Satisfactory
Palette de Bine,"San Juan Estate, Gran Couva",1570,2015,70%,Canada,3,Trinitario,Trinidad,Satisfactory
Palette de Bine,Kokoa Kamili,1574,2015,72%,Canada,3, ,Tanzania,Satisfactory
Palette de Bine,Lam Dong,1574,2015,72%,Canada,3.75,Trinitario,Vietnam,Praiseworthy
Palette de Bine,"Alto Beni, Palos Blancos",1239,2014,72%,Canada,3, ,Bolivia,Satisfactory
Palette de Bine,Sambirano,1239,2014,78%,Canada,3.75,Trinitario,Madagascar,Praiseworthy
Palette de Bine,"Camino Verde P., Balao, Guayas",1303,2014,75%,Canada,3, ,Ecuador,Satisfactory
Palette de Bine,Duo- Gran Couva & Camino Verde,1399,2014,75%,Canada,3,Blend,"Trinidad, Ecuador",Satisfactory
Palette de Bine,Gran Couva,1399,2014,70%,Canada,3.75,Trinitario,Trinidad,Praiseworthy
Pangea,Matasawalevu,1860,2016,76%,Spain,3, ,Fiji,Satisfactory
Park 75,South America,1363,2014,65%,U.S.A.,3, ,South America,Satisfactory
Parliament,Kilombero Valley,1856,2016,70%,U.S.A.,3, ,Tanzania,Satisfactory
Parliament,"Lachua, Q'egchi families",1542,2015,70%,U.S.A.,3, ,Guatemala,Satisfactory
Parliament,Alto Beni,1251,2014,70%,U.S.A.,3, ,Bolivia,Satisfactory
Parliament,Oko Caribe,1255,2014,70%,U.S.A.,3, ,Dominican Republic,Satisfactory
Pascha,Peru,1137,2013,55%,Peru,2, ,Peru,Dissapointing
Pascha,Peru,1137,2013,70%,Peru,3, ,Peru,Satisfactory
Patric,Signature Blend,636,2011,70%,U.S.A.,3.75,Blend,Unspecified,Praiseworthy
Patric,Madagascar,331,2009,75%,U.S.A.,4,Trinitario,Madagascar,Premium
Patric,Madagascar,439,2009,67%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Patric,"Rio Caribe, Paria Penninsula",439,2009,70%,U.S.A.,3,Trinitario,Venezuela,Satisfactory
Patric,Madagascar,196,2007,70%,U.S.A.,4,Trinitario,Madagascar,Premium
Patric,"Piura, Choc. Garage Exclusive",1034,2013,67%,U.S.A.,4, ,Peru,Premium
Paul Young,"Madagascar, w/ shell",1271,2014,73%,U.K.,2,Trinitario,Madagascar,Dissapointing
Paul Young,"Madagascar, w/ shell",1271,2014,64%,U.K.,3,Trinitario,Madagascar,Satisfactory
Peppalo,Dominican Republic,1454,2015,82%,U.S.A.,3, ,Dominican Republic,Satisfactory
Pierre Marcolini,"Haut Penja, w/ nibs",1658,2015,70%,Belgium,3,Forastero,Cameroon,Satisfactory
Pierre Marcolini,Chuao,478,2010,75%,Belgium,3,Criollo,Venezuela,Satisfactory
Pierre Marcolini,Trinite,478,2010,75%,Belgium,3,Trinitario,Trinidad,Satisfactory
Pierre Marcolini,"Baracoa, Cuba",516,2010,78%,Belgium,3.75,"Criollo, Forastero",Cuba,Praiseworthy
Pierre Marcolini,"Peru, Las Pampas P.",531,2010,85%,Belgium,3,Criollo,Peru,Satisfactory
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",414,2009,72%,Belgium,3,Forastero,Brazil,Satisfactory
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",445,2009,72%,Belgium,3,Criollo,Mexico,Satisfactory
Pierre Marcolini,Cabosse,111,2007,70%,Belgium,4,Blend,"Venezuela, Java",Premium
Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",129,2007,72%,Belgium,3.75,Forastero (Nacional),Ecuador,Praiseworthy
Pierre Marcolini,"Sambirano, Ambanja, Madagascar",141,2007,72%,Belgium,4,Trinitario,Madagascar,Premium
Pierre Marcolini,Fleur de Cacao,166,2007,85%,Belgium,3,Blend,Venezuela/ Ghana,Satisfactory
Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",81,2006,72%,Belgium,4,Criollo,Mexico,Premium
Pierre Marcolini,"Kendem Lembu, Java",93,2006,72%,Belgium,3,Criollo,Indonesia,Satisfactory
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",93,2006,72%,Belgium,4,Criollo,Venezuela,Premium
Pinellas,Wampusirpi Region,1772,2016,80%,U.S.A.,2, ,Honduras,Dissapointing
Pitch Dark,Tenor,1506,2015,62%,U.S.A.,2, ,Nicaragua,Dissapointing
Pitch Dark,Johe,1506,2015,80%,U.S.A.,3, ,Nicaragua,Satisfactory
Pitch Dark,Chuno,1510,2015,80%,U.S.A.,3,"Criollo, Trinitario",Nicaragua,Satisfactory
Pitch Dark,Nicalizo,1510,2015,80%,U.S.A.,3,Trinitario,Nicaragua,Satisfactory
Pitch Dark,Rugoso,1510,2015,80%,U.S.A.,3, ,Nicaragua,Satisfactory
Pitch Dark,Akesson Estate,1311,2014,73%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Pitch Dark,Namau Village,1315,2014,73%,U.S.A.,2,Trinitario,Fiji,Dissapointing
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,73%,U.S.A.,3, ,Ecuador,Satisfactory
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,73%,U.S.A.,3, ,Ecuador,Satisfactory
Pomm (aka Dead Dog),"La Red, 2011",829,2012,76%,U.S.A.,2, ,Dominican Republic,Dissapointing
Pomm (aka Dead Dog),Peru,829,2012,82%,U.S.A.,3,Criollo,Peru,Satisfactory
Potomac,"Oko Caribe, Duarte Province, 2016 H.",1820,2016,70%,U.S.A.,3.75, ,Domincan Republic,Praiseworthy
Potomac,"Cuyagua, 2013",1387,2014,70%,U.S.A.,3.75, ,Venezuela,Praiseworthy
Potomac,Upala w/ nibs,647,2011,70%,U.S.A.,3,Matina,Costa Rica,Satisfactory
Potomac,"Upala, Batch 18",654,2011,70%,U.S.A.,3,Matina,Costa Rica,Satisfactory
Potomac,"San Martin, Amazonian Highlands",789,2011,70%,U.S.A.,3, ,Peru,Satisfactory
Potomac,Bahia,789,2011,70%,U.S.A.,3, ,Brazil,Satisfactory
Potomac,"Upala, Batch 12",607,2010,82%,U.S.A.,3.75,Matina,Costa Rica,Praiseworthy
Pralus,Peru,1446,2015,75%,France,3, ,Peru,Satisfactory
Pralus,"Porcelana, S. of Lake Maracaibo",717,2011,75%,France,3,Criollo (Porcelana),Venezuela,Satisfactory
Pralus,Chuao,486,2010,75%,France,3,Trinitario,Venezuela,Satisfactory
Pralus,Cuyagua,451,2009,75%,France,2, ,Venezuela,Dissapointing
Pralus,Papouasie,199,2008,75%,France,3,Trinitario,Papua New Guinea,Satisfactory
Pralus,"Sambirano Valley, Le 100%",202,2008,100%,France,3,Criollo,Madagascar,Satisfactory
Pralus,Dominican Republic-Organic,280,2008,75%,France,2, ,Dominican Republic,Dissapointing
Pralus,"Monte Alegre, Diego Badero",280,2008,75%,France,3, ,Brazil,Satisfactory
Pralus,Claudio Corallo w/ nibs,162,2007,75%,France,4,Forastero,Sao Tome,Premium
Pralus,"Monte Alegre (Itacare), Brazil",105,2006,75%,France,3,Forastero,Brazil,Satisfactory
Pralus,Tanzania,105,2006,75%,France,3,Criollo,Tanzania,Satisfactory
Pralus,Sao Tome & Principe,5,2006,75%,France,3,Forastero,Sao Tome & Principe,Satisfactory
Pralus,Trinidad,5,2006,75%,France,3,Trinitario,Trinidad,Satisfactory
Pralus,"Madagascar, Nosy Be Isle.",5,2006,75%,France,3.75,Criollo,Madagascar,Praiseworthy
Pralus,"Java, Indonesie",32,2006,75%,France,3,Criollo,Indonesia,Satisfactory
Pralus,"Barlovento, Venezuela",32,2006,75%,France,3,Trinitario,Venezuela,Satisfactory
Pralus,Jamaique,32,2006,75%,France,4,Trinitario,Jamaica,Premium
Pralus,Equateur,40,2006,75%,France,3,Trinitario,Ecuador,Satisfactory
Pralus,Vanuatu,40,2006,75%,France,3,Trinitario,Vanuatu,Satisfactory
Pralus,Ghana,40,2006,75%,France,3,Forastero,Ghana,Satisfactory
Pralus,Colombie,40,2006,75%,France,3,Trinitario,Colombia,Satisfactory
Pralus,Fortissima,93,2006,80%,France,4,"Criollo, Trinitario",Ecuador,Premium
Pralus,Cuba,99,2006,75%,France,3,Trinitario,Cuba,Satisfactory
Pralus,"Caracas, Venezuela and Ghana",99,2006,75%,France,3,"Trinitario, Forastero","Venezuela, Ghana",Satisfactory
Pralus,"Djakarta, Java and Ghana",99,2006,75%,France,3,"Criollo, Forastero","Indonesia, Ghana",Satisfactory
Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",1872,2016,77%,U.K.,3, ,Ecuador,Satisfactory
Pump Street Bakery,"Crayfish Bay Estate, 2014",1502,2015,70%,U.K.,3,Trinitario,Grenada,Satisfactory
Pump Street Bakery,"Akesson's, batch 4411",1530,2015,74%,U.K.,3,Criollo,Madagascar,Satisfactory
Pump Street Bakery,Honduras,1688,2015,80%,U.K.,3, ,Honduras,Satisfactory
Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",1223,2014,75%,U.K.,3,Trinitario,Venezuela,Satisfactory
Pump Street Bakery,Guantupi River,1223,2014,75%,U.K.,3,Forastero (Nacional),Ecuador,Satisfactory
Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",1223,2014,72%,U.K.,3,Trinitario,Madagascar,Satisfactory
Pump Street Bakery,Guantupi River,1227,2014,85%,U.K.,3,Forastero (Nacional),Ecuador,Satisfactory
Pura Delizia,Venezuela,931,2012,73%,Italy,3, ,Venezuela,Satisfactory
Q Chocolate,Brazil,1057,2013,75%,Brazil,3, ,Brazil,Satisfactory
Q Chocolate,Brazil,1057,2013,85%,Brazil,3, ,Brazil,Satisfactory
Q Chocolate,Brazil,1069,2013,55%,Brazil,3, ,Brazil,Satisfactory
Q Chocolate,Brazil,1069,2013,80%,Brazil,3, ,Brazil,Satisfactory
Q Chocolate,Brazil,935,2012,60%,Brazil,3, ,Brazil,Satisfactory
Q Chocolate,Brazil,935,2012,65%,Brazil,3, ,Brazil,Satisfactory
